"","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price","Max_Price","Country"
"1286","Sosakumenkobo NAKIRYU","Tokyo","Ramen",139.7303256,35.7287032,"1 MICHELIN Star","Very good cooking in its category",8.5,12.75,"Japan"
"1287","MAKIYAKI GINZA ONODERA","Tokyo","French",139.766796,35.668557,"1 MICHELIN Star","Very good cooking in its category",68,314.5,"Japan"
"1288","SANT PAU","Tokyo","Spanish",139.740938,35.679221,"1 MICHELIN Star","Very good cooking in its category",72.25,255,"Japan"
"1289","L'AFFINAGE","Tokyo","French",139.7649348,35.6701884,"1 MICHELIN Star","Very good cooking in its category",76.5,187,"Japan"
"1290","Nanakusa","Tokyo","Japanese",139.684766,35.662909,"1 MICHELIN Star","Very good cooking in its category",68,68,"Japan"
"1291","FUSHIKINO","Tokyo","Japanese",139.740033,35.701993,"1 MICHELIN Star","Very good cooking in its category",161.5,187,"Japan"
"1292","Jukuseizushi Yorozu","Tokyo","Sushi",139.713816,35.656408,"1 MICHELIN Star","Very good cooking in its category",238,238,"Japan"
"1293","Jyukou","Tokyo","Japanese",139.763571,35.671016,"1 MICHELIN Star","Very good cooking in its category",68,365.5,"Japan"
"1294","Series","Tokyo","Chinese",139.738995,35.660599,"1 MICHELIN Star","Very good cooking in its category",76.5,119,"Japan"
"1295","Aroma Fresca","Tokyo","Italian",139.767142,35.673665,"1 MICHELIN Star","Very good cooking in its category",110.5,212.5,"Japan"
"1296","ShinoiS","Tokyo","Chinese",139.728182,35.639301,"1 MICHELIN Star","Very good cooking in its category",314.5,314.5,"Japan"
"1297","Sushi Masashi","Tokyo","Sushi",139.715422,35.669666,"1 MICHELIN Star","Very good cooking in its category",170,221,"Japan"
"1298","Simplicité","Tokyo","French",139.7042998,35.6520147,"1 MICHELIN Star","Very good cooking in its category",76.5,170,"Japan"
"1299","LATURE","Tokyo","French",139.708599,35.660762,"1 MICHELIN Star","Very good cooking in its category",51,153,"Japan"
"1300","Floraison","Tokyo","French",139.740102,35.700905,"1 MICHELIN Star","Very good cooking in its category",42.5,110.5,"Japan"
"1301","Ensui","Tokyo","Japanese",139.702292,35.644058,"1 MICHELIN Star","Very good cooking in its category",263.5,263.5,"Japan"
"1302","Dominique Bouchet","Tokyo","French",139.7673651,35.6747861,"1 MICHELIN Star","Very good cooking in its category",110.5,195.5,"Japan"
"1303","Ren Mishina","Tokyo","Japanese",139.7601362,35.6701111,"1 MICHELIN Star","Very good cooking in its category",255,255,"Japan"
"1304","Nogizaka Shin","Tokyo","Japanese",139.7290576,35.6684592,"1 MICHELIN Star","Very good cooking in its category",110.5,314.5,"Japan"
"1305","Waketokuyama","Tokyo","Japanese",139.7232197,35.6557812,"1 MICHELIN Star","Very good cooking in its category",161.5,161.5,"Japan"
"1306","l'intemporel","Tokyo","French",139.718262,35.667293,"1 MICHELIN Star","Very good cooking in its category",59.5,119,"Japan"
"1307","ESTERRE","Tokyo","French",139.76123,35.684502,"1 MICHELIN Star","Very good cooking in its category",85,289,"Japan"
"1308","Oniku Karyu","Tokyo","Beef Specialities",139.778614,35.687225,"1 MICHELIN Star","Very good cooking in its category",229.5,229.5,"Japan"
"1309","recte","Tokyo","French",139.705947,35.648877,"1 MICHELIN Star","Very good cooking in its category",46.75,161.5,"Japan"
"1310","Takumi","Tokyo","French",139.72421,35.6603949,"1 MICHELIN Star","Very good cooking in its category",68,136,"Japan"
"1311","GINZA OKUDA","Tokyo","Japanese",139.763076,35.671401,"1 MICHELIN Star","Very good cooking in its category",144.5,255,"Japan"
"1312","La Paix","Tokyo","French",139.775586,35.685136,"1 MICHELIN Star","Very good cooking in its category",63.75,136,"Japan"
"1313","nôl","Tokyo","Innovative",139.78362,35.695272,"1 MICHELIN Star","Very good cooking in its category",127.5,127.5,"Japan"
"1314","CRAFTALE","Tokyo","French",139.6964831,35.6473577,"1 MICHELIN Star","Very good cooking in its category",72.25,212.5,"Japan"
"1315","Sushi Murayama","Tokyo","Sushi",139.762062,35.669948,"1 MICHELIN Star","Very good cooking in its category",263.5,263.5,"Japan"
"1316","BVLGARI IL RISTORANTE LUCA FANTIN","Tokyo","Italian",139.7670858,35.6728834,"1 MICHELIN Star","Very good cooking in its category",119,263.5,"Japan"
"1317","Imafuku","Tokyo","Sukiyaki",139.7341152,35.645376,"1 MICHELIN Star","Very good cooking in its category",93.5,170,"Japan"
"1318","Ginza Adachi Naoto","Tokyo","Japanese",139.7619893,35.6697022,"1 MICHELIN Star","Very good cooking in its category",136,178.5,"Japan"
"1319","Nanachome","Tokyo","Yakitori",139.718154,35.657107,"1 MICHELIN Star","Very good cooking in its category",72.25,72.25,"Japan"
"1320","Ishibashi","Tokyo","Unagi / Freshwater Eel",139.738486,35.709271,"1 MICHELIN Star","Very good cooking in its category",55.25,187,"Japan"
"1321","FARO","Tokyo","Italian",139.7619637,35.6685104,"1 MICHELIN Star","Very good cooking in its category",63.75,144.5,"Japan"
"1322","Mimosa","Tokyo","Chinese",139.714327,35.666438,"1 MICHELIN Star","Very good cooking in its category",127.5,127.5,"Japan"
"1323","Nœud. TOKYO","Tokyo","French",139.738723,35.679724,"1 MICHELIN Star","Very good cooking in its category",38.25,136,"Japan"
"1324","Chugoku Hanten Fureika","Tokyo","Chinese",139.73846,35.656219,"1 MICHELIN Star","Very good cooking in its category",25.5,416.5,"Japan"
"1325","SÉZANNE","Tokyo","French, French Contemporary",139.76693,35.677987,"1 MICHELIN Star","Very good cooking in its category",110.5,263.5,"Japan"
"1326","est","Tokyo","French, French Contemporary",139.763396,35.688162,"1 MICHELIN Star","Very good cooking in its category",63.75,212.5,"Japan"
"1327","L'aube","Tokyo","French",139.7433466,35.6560451,"1 MICHELIN Star","Very good cooking in its category",63.75,136,"Japan"
"1328","Shichubo Yung","Tokyo","Chinese",139.7251954,35.6443854,"1 MICHELIN Star","Very good cooking in its category",80.75,80.75,"Japan"
"1329","Sumibikappo SHIROSAKA","Tokyo","Japanese",139.7356771,35.6707198,"1 MICHELIN Star","Very good cooking in its category",161.5,161.5,"Japan"
"1330","Ode","Tokyo","French",139.719024,35.649115,"1 MICHELIN Star","Very good cooking in its category",85,170,"Japan"
"1331","SOBAHOUSE KONJIKI HOTOTOGISU","Tokyo","Ramen",139.7082397,35.6888255,"1 MICHELIN Star","Very good cooking in its category",8.5,12.75,"Japan"
"1332","L'ARGENT","Tokyo","French",139.765015,35.670939,"1 MICHELIN Star","Very good cooking in its category",72.25,187,"Japan"
"1333","Ten Yokota","Tokyo","Tempura",139.732286,35.65684,"1 MICHELIN Star","Very good cooking in its category",136,136,"Japan"
"1334","Hakuun","Tokyo","Japanese",139.718115,35.666061,"1 MICHELIN Star","Very good cooking in its category",263.5,263.5,"Japan"
"1335","Les Saisons","Tokyo","French",139.758321,35.67232,"1 MICHELIN Star","Very good cooking in its category",80.75,408,"Japan"
"1336","SHIGEMATSU","Tokyo","Japanese",139.762028,35.671139,"1 MICHELIN Star","Very good cooking in its category",212.5,280.5,"Japan"
"1337","TOUR D'ARGENT","Tokyo","French",139.7340453,35.6808558,"1 MICHELIN Star","Very good cooking in its category",93.5,314.5,"Japan"
"1338","Asagaya BIRD LAND","Tokyo","Yakitori",139.6346591,35.7043827,"1 MICHELIN Star","Very good cooking in its category",38.25,63.75,"Japan"
"1339","Nodaiwa Azabu Iikura Honten","Tokyo","Unagi / Freshwater Eel",139.743374,35.658116,"1 MICHELIN Star","Very good cooking in its category",25.5,153,"Japan"
"1340","Azabu Ichigo","Tokyo","Oden",139.73323,35.656483,"1 MICHELIN Star","Very good cooking in its category",85,136,"Japan"
"1341","REQUINQUER","Tokyo","French",139.7232663,35.6376313,"1 MICHELIN Star","Very good cooking in its category",42.5,170,"Japan"
"1342","Nihombashi Sonoji","Tokyo","Tempura",139.7845372,35.6862411,"1 MICHELIN Star","Very good cooking in its category",178.5,178.5,"Japan"
"1343","Ichita","Tokyo","Japanese",139.7173396,35.6673411,"1 MICHELIN Star","Very good cooking in its category",314.5,314.5,"Japan"
"1344","Akasaka Momonoki","Tokyo","Chinese",139.737003,35.679726,"1 MICHELIN Star","Very good cooking in its category",110.5,314.5,"Japan"
"1345","Ginza Kitafuku","Tokyo","Crab Specialities",139.761134,35.670099,"1 MICHELIN Star","Very good cooking in its category",255,595,"Japan"
"1346","Principio","Tokyo","Italian",139.7347428,35.6556911,"1 MICHELIN Star","Very good cooking in its category",72.25,110.5,"Japan"
"1347","itsuka","Tokyo","Chinese",139.720168,35.670272,"1 MICHELIN Star","Very good cooking in its category",110.5,314.5,"Japan"
"1348","Genyadana Hamadaya","Tokyo","Japanese",139.782799,35.687138,"1 MICHELIN Star","Very good cooking in its category",161.5,561,"Japan"
"1349","Tapas Molecular Bar","Tokyo","Innovative",139.7730063,35.6869901,"1 MICHELIN Star","Very good cooking in its category",255,255,"Japan"
"1350","Les enfants gâtés","Tokyo","French",139.704882,35.65299,"1 MICHELIN Star","Very good cooking in its category",42.5,161.5,"Japan"
"1351","Ginza Toyoda","Tokyo","Japanese",139.76171,35.670061,"1 MICHELIN Star","Very good cooking in its category",110.5,263.5,"Japan"
"1352","Nishiazabu Otake","Tokyo","Japanese",139.723931,35.661434,"1 MICHELIN Star","Very good cooking in its category",46.75,140.25,"Japan"
"1353","Tagetsu","Tokyo","Japanese",139.7094977,35.6641018,"1 MICHELIN Star","Very good cooking in its category",51,212.5,"Japan"
"1354","Alchimiste","Tokyo","French",139.723137,35.637544,"1 MICHELIN Star","Very good cooking in its category",119,238,"Japan"
"1355","TACUBO","Tokyo","Italian",139.705993,35.650825,"1 MICHELIN Star","Very good cooking in its category",187,187,"Japan"
"1356","Regalo","Tokyo","Italian",139.6928434,35.6783374,"1 MICHELIN Star","Very good cooking in its category",80.75,93.5,"Japan"
"1357","BOTTEGA","Tokyo","Italian",139.720446,35.649428,"1 MICHELIN Star","Very good cooking in its category",85,110.5,"Japan"
"1358","abysse","Tokyo","French",139.7188106,35.667003,"1 MICHELIN Star","Very good cooking in its category",80.75,161.5,"Japan"
"1359","BIRD LAND","Tokyo","Yakitori",139.7637823,35.6727613,"1 MICHELIN Star","Very good cooking in its category",51,85,"Japan"
"1360","Tempura Motoyoshi","Tokyo","Tempura",139.7076104,35.6495515,"1 MICHELIN Star","Very good cooking in its category",187,187,"Japan"
"1361","Nishiazabu Sushi Shin","Tokyo","Sushi",139.718743,35.658303,"1 MICHELIN Star","Very good cooking in its category",80.75,212.5,"Japan"
"1362","Le Coq","Tokyo","French",139.7073163,35.6503567,"1 MICHELIN Star","Very good cooking in its category",85,110.5,"Japan"
"1363","Edomae Shinsaku","Tokyo","Tempura",139.75992,35.707599,"1 MICHELIN Star","Very good cooking in its category",170,170,"Japan"
"1364","Seika Kobayashi","Tokyo","Japanese",139.722361,35.690261,"1 MICHELIN Star","Very good cooking in its category",187,331.5,"Japan"
"1365","Chugoku Hanten Kohakukyu (Amber Palace)","Tokyo","Chinese",139.7616836,35.6852421,"1 MICHELIN Star","Very good cooking in its category",38.25,374,"Japan"
"1366","L'ALGORITHME","Tokyo","French",139.724777,35.6444596,"1 MICHELIN Star","Very good cooking in its category",68,127.5,"Japan"
"1367","le sputnik","Tokyo","French",139.729876,35.664392,"1 MICHELIN Star","Very good cooking in its category",68,161.5,"Japan"
"1368","sio","Tokyo","Innovative",139.682195,35.6695766,"1 MICHELIN Star","Very good cooking in its category",72.25,144.5,"Japan"
"1369","Le Mange-Tout","Tokyo","French",139.732417,35.698024,"1 MICHELIN Star","Very good cooking in its category",187,187,"Japan"
"1370","Azabu Wakei","Tokyo","Japanese",139.720906,35.662331,"1 MICHELIN Star","Very good cooking in its category",212.5,212.5,"Japan"
"1371","Akanezaka Onuma","Tokyo","Japanese",139.737891,35.674046,"1 MICHELIN Star","Very good cooking in its category",17,161.5,"Japan"
"1372","JO","Tokyo","Beef Specialities",139.7225704,35.6600703,"1 MICHELIN Star","Very good cooking in its category",161.5,263.5,"Japan"
"1373","Hananoren Kagura","Tokyo","Japanese",139.7343796,35.6706348,"1 MICHELIN Star","Very good cooking in its category",46.75,212.5,"Japan"
"1374","L'ASSE","Tokyo","Italian",139.713465,35.634434,"1 MICHELIN Star","Very good cooking in its category",25.5,102,"Japan"
"1375","TEN-MASA","Tokyo","Japanese",139.6955381,35.6458811,"1 MICHELIN Star","Very good cooking in its category",127.5,212.5,"Japan"
"1376","Tempura Miyashiro","Tokyo","Tempura",139.697277,35.641547,"1 MICHELIN Star","Very good cooking in its category",119,187,"Japan"
"1377","DEN KUSHI FLORI","Tokyo","Innovative",139.708933,35.663924,"1 MICHELIN Star","Very good cooking in its category",63.75,102,"Japan"
"1378","Ginza Yamanobe Edo Chuka","Tokyo","Chinese",139.762726,35.670456,"1 MICHELIN Star","Very good cooking in its category",289,340,"Japan"
"1379","Oryori Tsuji","Tokyo","Japanese",139.738791,35.6570176,"1 MICHELIN Star","Very good cooking in its category",85,314.5,"Japan"
"1380","Ristorante HONDA","Tokyo","Italian",139.7144454,35.6702938,"1 MICHELIN Star","Very good cooking in its category",55.25,161.5,"Japan"
"1381","Evett","SEOUL","Innovative",127.03868,37.49439,"1 MICHELIN Star","Very good cooking in its category",80,160,"South Korea"
"1382","Myomi","SEOUL","Contemporary",126.98845,37.57761,"1 MICHELIN Star","Very good cooking in its category",80,164,"South Korea"
"1383","Bicena","SEOUL","Korean",127.10253,37.5126,"1 MICHELIN Star","Very good cooking in its category",68,168,"South Korea"
"1384","Soigné","SEOUL","Innovative",127.002,37.49816,"1 MICHELIN Star","Very good cooking in its category",78.4,212,"South Korea"
"1385","7th Door","SEOUL","Contemporary",127.05429,37.52237,"1 MICHELIN Star","Very good cooking in its category",96,200,"South Korea"
"1386","Terreno","SEOUL","Spanish",126.9847,37.58313,"1 MICHELIN Star","Very good cooking in its category",56,120,"South Korea"
"1387","Pierre Gagnaire","SEOUL","French",126.98103,37.56529,"1 MICHELIN Star","Very good cooking in its category",72,272,"South Korea"
"1388","Muoki","SEOUL","Contemporary",127.04222,37.51896,"1 MICHELIN Star","Very good cooking in its category",56,128,"South Korea"
"1389","L'Amant Secret","SEOUL","Contemporary",126.97949,37.55983,"1 MICHELIN Star","Very good cooking in its category",88,196,"South Korea"
"1390","Righi","San Marino","Creative",12.4466915,43.9366299,"1 MICHELIN Star","Very good cooking in its category",49.686,118.3,"San Marino"
"1391","Caracol","Bacoli","Modern Cuisine",14.0834126,40.7827339,"1 MICHELIN Star","Very good cooking in its category",130.13,153.79,"Italy"
"1392","Umberto De Martino","San Paolo d'Argon","Mediterranean Cuisine",9.804207,45.6939,"1 MICHELIN Star","Very good cooking in its category",76.895,124.215,"Italy"
"1393","Gardenia","Caluso","Modern Cuisine",7.8896044,45.3034572,"1 MICHELIN Star","Very good cooking in its category",23.66,130.13,"Italy"
"1394","Bianca sul Lago by Emanuele Petrosino","Oggiono","Creative, Mediterranean Cuisine",9.3548016,45.7967217,"1 MICHELIN Star","Very good cooking in its category",130.13,177.45,"Italy"
"1395","Virtuoso Gourmet - Tenuta Le Tre Virtù","San Piero a Sieve","Tuscan, Regional Cuisine",11.30325,43.99314,"1 MICHELIN Star","Very good cooking in its category",136.045,177.45,"Italy"
"1396","Colline Ciociare","Acuto","Creative, Regional Cuisine",13.1806079,41.7921649,"1 MICHELIN Star","Very good cooking in its category",100.555,141.96,"Italy"
"1397","Meo Modo","Chiusdino","Creative",11.128248,43.143185,"1 MICHELIN Star","Very good cooking in its category",183.365,230.685,"Italy"
"1398","Claudio","Bergeggi","Seafood",8.4474601,44.2533914,"1 MICHELIN Star","Very good cooking in its category",106.47,165.62,"Italy"
"1399","Da Gorini","San Piero in Bagno","Modern Cuisine, Cuisine from Romagna",11.9745195,43.8587914,"1 MICHELIN Star","Very good cooking in its category",70.98,130.13,"Italy"
"1400","D.One Restaurant","Montepagano","Modern Cuisine, Contemporary",13.9897625,42.6772065,"1 MICHELIN Star","Very good cooking in its category",106.47,130.13,"Italy"
"1401","La Favellina","Malo","Modern Cuisine, Italian Contemporary",11.4018545,45.6195715,"1 MICHELIN Star","Very good cooking in its category",106.47,118.3,"Italy"
"1402","Il Cantuccio","Albavilla","Modern Cuisine",9.1891665,45.8042803,"1 MICHELIN Star","Very good cooking in its category",92.274,92.274,"Italy"
"1403","Oseleta","Cavaion Veronese","Creative, Contemporary",10.7912839,45.5252757,"1 MICHELIN Star","Very good cooking in its category",127.764,153.79,"Italy"
"1404","Schöneck","Molini","Regional Cuisine",11.8482868,46.8186079,"1 MICHELIN Star","Very good cooking in its category",97.006,130.13,"Italy"
"1405","Danilo Ciavattini","Viterbo","Creative, Regional Cuisine",12.1073092,42.4145979,"1 MICHELIN Star","Very good cooking in its category",88.725,99.372,"Italy"
"1406","I Salotti","Chiusi","Creative",11.90397,43.01881,"1 MICHELIN Star","Very good cooking in its category",130.13,177.45,"Italy"
"1407","Villa Naj","Stradella","Modern Cuisine, Italian Contemporary",9.3006567,45.0767345,"1 MICHELIN Star","Very good cooking in its category",70.98,94.64,"Italy"
"1408","Zash","Archi","Creative",15.1998992,37.7079174,"1 MICHELIN Star","Very good cooking in its category",130.13,189.28,"Italy"
"1409","Nazionale","Vernante","Modern Cuisine",7.5334988,44.2437857,"1 MICHELIN Star","Very good cooking in its category",59.15,88.725,"Italy"
